0.01	0.061007514180847516			4.5		
0.03	0.06276082082082081				3.7
0.05	0.06445261261261262				3.3
0.10	0.06820314981648316				2.6
0.15	0.07192895562228896				2.3
0.20	0.07598048048048046				2.0
0.40	0.0922406272939606				1.4
0.60	0.11064105438772104				1.0
0.80	0.12922321654988325				0.8
1.00	0.14792818151484824				0.7
